,Player,Year,Pos,Team,BaseSalary,SigningBonus,Cap Hit,Salary%
15111,Duke Ejiofor,2018,OLB,HOU,"$480,000","$46,314","$526,314",0.003
15112,Kentrell Brothers,2018,OLB,MIN,"$630,000","$44,483","$526,248",0.003
15113,Jamal Agnew,2018,CB,DET,"$461,294","$64,591","$525,885",0.003
15114,Parry Nickerson,2018,CB,NYJ,"$480,000","$44,370","$524,370",0.003
15115,Foley Fatukasi,2018,DT,NYJ,"$480,000","$43,563","$523,563",0.003
15116,Kylie Fitts,2018,DE,CHI,"$480,000","$43,050","$523,050",0.003
15117,Brian Hill,2018,RB,ATL,"$522,353",$0,"$522,352",0.003
15118,Trevone Boykin,2018,QB,SEA,"$555,000",$0,"$522,352",0.003
15119,Tyler Marz,2018,T,TEN,"$522,353",$0,"$522,352",0.003
15120,Shalom Luani,2018,S,SEA,"$522,353",$0,"$522,352",0.003
15121,Jojo Natson,2018,WR,LAR/STL,"$522,353",$0,"$522,352",0.003
15122,Sam Jones,2018,C,DEN,"$480,000","$42,138","$522,138",0.003
15123,Jake Martin,2018,DE,SEA,"$480,000","$40,509","$520,509",0.003
15124,Ray-Ray McCloud,2018,WR,BUF,"$480,000","$39,956","$519,956",0.003
15125,Aaron Jones,2018,RB,GB,"$474,822","$44,547","$519,369",0.003
15126,Chris Covington,2018,OLB,DAL,"$480,000","$39,077","$519,077",0.003
15127,Russell Gage,2018,WR,ATL,"$480,000","$39,048","$519,048",0.003
15128,Darius Kilgo,2018,DT,TEN,"$518,826",$0,"$518,826",0.003
15129,Branden Jackson,2018,DE,SEA,"$518,826",$0,"$518,826",0.003
15130,Caraun Reid,2018,DE,DAL,"$650,594",$0,"$518,824",0.003
15131,Bruce Carter,2018,ILB,ATL,"$753,529",$0,"$518,824",0.003
15132,Jeremiah Sirles,2018,G,BUF,"$650,588",$0,"$518,824",0.003
15133,Sharrod Neasman,2018,S,ATL,"$518,824",$0,"$518,823",0.003
15134,Dwayne Washington,2018,RB,NO,"$518,824",$0,"$518,823",0.003
15135,Brian Price,2018,DT,CLE,"$518,812",$0,"$518,812",0.002
15136,Andrew Adams,2018,S,TB,"$518,812",$0,"$518,812",0.003
15137,Sebastian Joseph,2018,DT,LAR/STL,"$480,000","$38,809","$518,809",0.003
15138,Tremon Smith,2018,CB,KC,"$480,000","$38,451","$518,451",0.003
15139,Shaun-Dion Hamilton,2018,ILB,WAS,"$480,000","$38,252","$518,252",0.003
15140,Kahlil McKenzie,2018,G,KC,"$480,000","$37,736","$517,736",0.003
15141,Foyesade Oluokun,2018,ILB,ATL,"$480,000","$36,657","$516,657",0.003
15142,Trenton Cannon,2018,RB,NYJ,"$480,000","$34,806","$514,806",0.003
15143,Elijah McGuire,2018,RB,NYJ,"$471,689","$42,126","$513,815",0.003
15144,Matt Pryor,2018,T,PHI,"$480,000","$33,195","$513,195",0.003
15145,Jeff Allen,2018,G,KC,"$511,176",$0,"$511,176",0.003
15146,Bradley Bozeman,2018,C,BAL,"$480,000","$29,602","$509,602",0.003
15147,Peter Kalambayi,2018,DE,HOU,"$480,000","$29,602","$509,602",0.003
15148,Jordan Thomas,2018,TE,HOU,"$480,000","$29,602","$509,602",0.003
15149,Cornell Armstrong,2018,CB,MIA,"$480,000","$29,602","$509,602",0.003
15150,Keishawn Bierria,2018,ILB,DEN,"$480,000","$29,602","$509,602",0.003
15151,Equanimeous St. Brown,2018,WR,GB,"$480,000","$29,602","$509,602",0.003
15152,Jaleel Scott,2018,WR,BAL,"$363,000","$145,095","$508,095",0.003
15153,Ogbonnia Okoronkwo,2018,DE,LAR/STL,"$438,702","$68,634","$507,336",0.003
15154,Matthew Adams,2018,OLB,IND,"$480,000","$25,395","$505,395",0.003
15155,Jullian Taylor,2018,DT,SF,"$480,000","$24,510","$504,510",0.002
15156,Javon Wims,2018,WR,CHI,"$480,000","$23,978","$503,978",0.003
15157,Devante Downs,2018,ILB,MIN,"$480,000","$23,600","$503,600",0.003
15158,Derek Anderson,2018,QB,BUF,"$716,471","$58,530","$503,236",0.003
15159,Jason Sanders,2018,K,MIA,"$480,000","$22,800","$502,800",0.003
15160,Andre Smith,2018,ILB,CAR,"$480,000","$22,264","$502,264",0.003
15161,Zaire Franklin,2018,OLB,IND,"$480,000","$21,764","$501,764",0.003
15162,Zach Sieler,2018,DE,BAL,"$480,000","$20,170","$500,170",0.003
15163,Josh Tupou,2018,DT,CIN,"$492,529","$7,500","$500,028",0.003
15164,Vincent Taylor,2018,DT,MIA,"$461,294","$38,603","$499,896",0.003
15165,Hunter Bradley,2018,LS,GB,"$480,000","$19,335","$499,335",0.003
15166,Richie James,2018,WR,SF,"$480,000","$19,142","$499,142",0.002
15167,Greg Stroman,2018,CB,WAS,"$480,000","$18,944","$498,944",0.003
15168,Keion Crossen,2018,CB,NE,"$480,000","$18,598","$498,598",0.003
15169,Justin Lawler,2018,DE,LAR/STL,"$480,000","$18,435","$498,435",0.003
15170,R.J. McIntosh,2018,DT,NYG,"$418,058","$80,368","$498,426",0.003
15171,Will Clapp,2018,C,NO,"$480,000","$18,285","$498,285",0.003
15172,Logan Cooke,2018,P,JAX,"$480,000","$17,905","$497,905",0.002
15173,Ereck Flowers,2018,RT,JAX,"$497,647",$0,"$497,647",0.002
15174,Breshad Perriman,2018,WR,CLE,"$497,647",$0,"$497,647",0.002
15175,Davontae Harris,2018,CB,CIN,"$424,941","$72,143","$497,084",0.003
15176,Rico Gathers,2018,TE,DAL,"$480,000","$16,666","$496,666",0.003
15177,Shilique Calhoun,2018,OLB,LV/OAK,"$493,058",$0,"$493,058",0.003
15178,Byron Marshall,2018,RB,WAS,"$490,589",$0,"$490,589",0.003
15179,Korey Cunningham,2018,T,ARI,"$473,112","$17,267","$490,379",0.003
15180,Vince Biegel,2018,OLB,NO,"$489,706",$0,"$489,706",0.003
15181,Elijhaa Penny,2018,RB,NYG,"$489,705",$0,"$489,705",0.003
15182,Joe Walker,2018,ILB,ARI,"$489,706",$0,"$489,705",0.003
15183,Cameron Johnston,2018,P,PHI,"$480,000","$7,500","$487,500",0.003
15184,Desmond Harrison,2018,LT,CLE,"$480,000","$6,666","$486,666",0.002
15185,Sharif Finch,2018,LB,TEN,"$480,000","$5,333","$485,333",0.002
15186,Holton Hill,2018,CB,MIN,"$480,000","$5,000","$485,000",0.003
15187,Kevin Toliver,2018,CB,CHI,"$480,000","$5,000","$485,000",0.003
15188,Darrel Williams,2018,RB,KC,"$480,000","$5,000","$485,000",0.003
15189,George Odum,2018,S,IND,"$480,000","$4,333","$484,333",0.003
15190,Brandon Powell,2018,WR,DET,"$480,000","$4,000","$484,000",0.003
15191,J.C. Jackson,2018,CB,NE,"$480,000","$3,333","$483,333",0.003
15192,Vyncint Smith,2018,WR,HOU,"$480,000","$3,333","$483,333",0.003
15193,Evan Brown,2018,C,NYG,"$480,000","$3,333","$483,333",0.003
15194,Sean Chandler,2018,S,NYG,"$480,000","$3,333","$483,333",0.003
15195,Brandon Facyson,2018,CB,LAC/SD,"$480,000","$3,333","$483,333",0.003
15196,Taylor Stallworth,2018,DT,NO,"$480,000","$3,333","$483,333",0.003
15197,Trent Sherfield,2018,WR,ARI,"$480,000","$3,333","$483,333",0.003
15198,Matt Dickerson,2018,DE,TEN,"$480,000","$3,000","$483,000",0.002
15199,Poona Ford,2018,DT,SEA,"$480,000","$2,666","$482,666",0.003
15200,Matt Gono,2018,T,ATL,"$480,000","$2,500","$482,500",0.003
15201,Mike Boone,2018,RB,MIN,"$480,000","$2,500","$482,500",0.003
15202,Joshua Perkins,2018,TE,PHI,"$482,118",$0,"$482,118",0.003
15203,Leon Jacobs,2018,OLB,JAX,"$459,346","$22,670","$482,016",0.002
15204,Jason Croom,2018,TE,BUF,"$480,000","$2,000","$482,000",0.003
15205,Tim Boyle,2018,QB,GB,"$480,000","$2,000","$482,000",0.003
15206,Dennis Gardeck,2018,OLB,ARI,"$480,000","$2,000","$482,000",0.003
15207,Ben Niemann,2018,LB,KC,"$480,000","$2,000","$482,000",0.003
15208,Wesley Johnson,2018,C,MIA,"$604,118",$0,"$481,765",0.003
15209,Maurice Alexander,2018,SS,SEA,"$604,118",$0,"$481,765",0.003
15210,Donnie Jones,2018,P,LAC/SD,"$776,176",$0,"$481,765",0.003
15211,Rashard Robinson,2018,CB,NYJ,"$481,764",$0,"$481,764",0.003
15212,Jordan Mailata,2018,T,PHI,"$459,346","$22,348","$481,694",0.003
15213,Tae Davis,2018,LB,NYG,"$480,000","$1,666","$481,666",0.003
15214,Aaron Stinnie,2018,G,TEN,"$480,000","$1,666","$481,666",0.002
15215,Tre Herndon,2018,CB,JAX,"$480,000","$1,666","$481,666",0.002
15216,Chris Board,2018,LB,BAL,"$480,000","$1,333","$481,333",0.003
15217,Ezekiel Turner,2018,S,ARI,"$480,000","$1,000","$481,000",0.003
15218,Trevor Daniel,2018,P,HOU,"$480,000",$666,"$480,666",0.003
15219,Quincy Adeboyejo,2018,WR,BAL,"$480,000",$0,"$480,000",0.003
15220,Brett Maher,2018,K,DAL,"$480,000",$0,"$480,000",0.003
15221,Adam Redmond,2018,G,DAL,"$480,000",$0,"$480,000",0.003
15222,Antwaun Woods,2018,DT,DAL,"$480,000",$0,"$480,000",0.003
15223,Keionta Davis,2018,DE,NE,"$480,000",$0,"$480,000",0.003
15224,Buddy Howell,2018,RB,HOU,"$480,000",$0,"$480,000",0.003
15225,A.J. Moore,2018,S,HOU,"$480,000",$0,"$480,000",0.003
15226,Justin Murray,2018,T,LV/OAK,"$480,000",$0,"$480,000",0.003
15227,Kamrin Moore,2018,CB,NYG,"$480,000",$0,"$480,000",0.003
15228,Ricky Ortiz,2018,FB,ATL,"$480,000",$0,"$480,000",0.003
15229,Austin Calitro,2018,ILB,SEA,"$480,000",$0,"$480,000",0.003
15230,Efe Obada,2018,DE,CAR,"$480,000",$0,"$480,000",0.003
15231,Tim Patrick,2018,WR,DEN,"$480,000",$0,"$480,000",0.003
15232,Tavierre Thomas,2018,S,CLE,"$480,000",$0,"$480,000",0.002
15233,James Crawford,2018,LB,GB,"$480,000",$0,"$480,000",0.003
15234,Reggie Gilbert,2018,DE,GB,"$480,000",$0,"$480,000",0.003
15235,Robert Tonyan Jr.,2018,WR,GB,"$480,000",$0,"$480,000",0.003
15236,Dan Arnold,2018,WR,NO,"$480,000",$0,"$480,000",0.003
15237,Zach Pascal,2018,WR,IND,"$480,000",$0,"$480,000",0.003
15238,Frankie Luvu,2018,LB,NYJ,"$480,000",$0,"$480,000",0.003
15239,Johnny Mundt,2018,TE,LAR/STL,"$480,000",$0,"$480,000",0.003
15240,Marcus Kemp,2018,WR,KC,"$480,000",$0,"$480,000",0.003
15241,Charvarius Ward,2018,CB,KC,"$480,000",$0,"$480,000",0.003
15242,Andrew Wylie,2018,G,KC,"$480,000",$0,"$480,000",0.003
15243,Noah Brown,2018,WR,DAL,"$461,294","$17,984","$479,278",0.003
15244,Phillip Lindsay,2018,RB,DEN,"$473,112","$5,000","$478,112",0.003
15245,Ulrick John,2018,LT,NE,"$433,000",$0,"$473,000",0.003
15246,Adrian Colbert,2018,FS,SF,"$450,882","$21,196","$472,077",0.002
15247,Danny Johnson,2018,CB,WAS,"$466,229","$3,333","$469,562",0.003
15248,Marcell Harris,2018,S,SF,"$424,931","$41,573","$466,504",0.002
15249,Jordan Simmons,2018,T,SEA,"$466,229",$0,"$466,229",0.003
15250,Dylan Cole,2018,ILB,HOU,"$461,294","$4,000","$465,294",0.003
15251,Donald Payne,2018,ILB,JAX,"$461,294",$0,"$461,294",0.002
15252,Paul Perkins,2018,RB,NYG,"$398,000","$63,137","$461,137",0.003
15253,Ja'whaun Bentley,2018,ILB,NE,"$383,647","$75,988","$459,635",0.003
15254,Jonathan Woodard,2018,DE,MIA,"$457,058",$0,"$457,058",0.003
15255,Brian Parker,2018,TE,DEN,"$457,058",$0,"$457,058",0.002
15256,Brendan Mahon,2018,G,CAR,"$452,463","$4,166","$456,629",0.003
15257,Bennie Fowler,2018,WR,NYG,"$456,176",$0,"$456,176",0.003
15258,Blake Bell,2018,TE,JAX,"$456,176",$0,"$456,176",0.002
15259,Rashad Greene,2018,WR,JAX,"$456,176",$0,"$456,176",0.002
15260,Daryl Worley,2018,CB,LV/OAK,"$453,883",$0,"$453,883",0.003
15261,Raven Greene,2018,S,GB,"$452,471","$1,166","$453,637",0.003
15262,Jihad Ward,2018,DE,IND,"$453,530",$0,"$453,530",0.002
15263,Jake Butt,2018,TE,DEN,"$378,000","$75,234","$453,234",0.002
15264,Alex Light,2018,G,GB,"$451,760","$1,000","$452,760",0.003
15265,Trent Sieg,2018,LS,LV/OAK,"$451,765",$0,"$451,764",0.002
15266,Trenton Scott,2018,G,LAC/SD,"$451,765",$0,"$451,764",0.003
15267,Ike Boettger,2018,G,BUF,"$451,760",$0,"$451,760",0.002
15268,Tarell Basham,2018,OLB,NYJ,"$451,176",$0,"$451,176",0.002
15269,Jack Cichy,2018,ILB,TB,"$411,165","$36,344","$447,509",0.002
15270,Chase Allen,2018,OLB,MIA,"$441,754","$3,333","$445,087",0.003
15271,C.J. Goodwin,2018,S,DAL,"$444,708",$0,"$444,708",0.002
15272,Matt Overton,2018,LS,JAX,"$557,647",$0,"$444,706",0.002
15273,Mike Mitchell,2018,FS,IND,"$645,882",$0,"$444,706",0.002
15274,Bryan Witzmann,2018,G,CHI,"$557,647",$0,"$444,706",0.002
15275,Frank Zombo,2018,OLB,KC,"$557,647",$0,"$444,706",0.003
15276,Matt Lengel,2018,TE,CIN,"$444,706",$0,"$444,705",0.002
15277,Brian Mihalik,2018,T,NYG,"$444,706",$0,"$444,705",0.003
15278,Evan Boehm,2018,G,IND,"$444,706",$0,"$444,705",0.002
15279,Bam Bradley,2018,ILB,BAL,"$440,471",$666,"$441,137",0.002
15280,Jaydon Mickens,2018,WR,JAX,"$440,470",$0,"$440,470",0.002
15281,Marcus Johnson,2018,WR,IND,"$440,470",$0,"$440,470",0.002
15282,Kaare Vedvik,2018,K,BAL,"$439,000","$1,333","$440,333",0.002
15283,Adolphus Washington,2018,DT,CIN,"$435,176",$0,"$435,176",0.002
15284,Shaun Wilson,2018,RB,TB,"$431,814","$3,333","$435,147",0.002
15285,Mike Nugent,2018,K,LV/OAK,"$597,471",$0,"$434,821",0.002
15286,Troy Fumagalli,2018,TE,DEN,"$363,000","$70,450","$433,450",0.002
15287,Deiontrez Mount,2018,OLB,DEN,"$433,000",$0,"$433,000",0.002
15288,Austin Howard,2018,RT,WAS,"$430,588",$0,"$430,588",0.002
15289,Mason Schreck,2018,TE,CIN,"$411,165","$16,067","$427,232",0.002
15290,Dominique Hatfield,2018,CB,LAR/STL,"$426,173",$0,"$426,173",0.002
15291,Rishard Matthews,2018,WR,NYJ,"$538,235",$0,"$425,647",0.002
15292,Brian Allen,2018,CB,PIT,"$424,412",$0,"$424,411",0.002
15293,Treyvon Hester,2018,DT,PHI,"$424,412",$0,"$424,411",0.002
15294,Jamarco Jones,2018,LT,SEA,"$363,000","$61,250","$424,250",0.002
15295,D’Juan Hines,2018,LB,CLE,"$423,529",$0,"$423,529",0.002
15296,Greg Joseph,2018,K,CLE,"$423,529",$0,"$423,529",0.002
15297,Josh Adams,2018,RB,PHI,"$423,529",$0,"$423,529",0.002
15298,Khadarel Hodge,2018,WR,LAR/STL,"$423,529",$0,"$423,529",0.002
15299,Ryan Lewis,2018,CB,BUF,"$423,525",$0,"$423,525",0.002
15300,Alex Ellis,2018,TE,KC,"$419,647",$0,"$419,646",0.002
15301,Corey Bojorquez,2018,P,BUF,"$418,048",$0,"$418,048",0.002
15302,Ameer Abdullah,2018,RB,MIN,"$412,586",$0,"$412,586",0.002
15303,Amari Cooper,2018,WR,DAL,"$411,765",$0,"$411,764",0.002
15304,Eli Rogers,2018,WR,PIT,"$411,706",$0,"$411,706",0.002
15305,Christian Sam,2018,ILB,NE,"$363,000","$45,373","$408,373",0.002
15306,Keivarae Russell,2018,CB,CIN,"$407,647",$0,"$407,647",0.002
15307,Jay Bromley,2018,DT,NO,"$511,176",$0,"$407,647",0.002
15308,Dontrelle Inman,2018,WR,IND,"$511,176",$0,"$407,647",0.002
15309,J'Marcus Webb,2018,RT,IND,"$790,000",$0,"$406,941",0.002
15310,Deshon Elliott,2018,S,BAL,"$363,000","$39,448","$402,448",0.002
15311,Olasunkanmi Adeniyi,2018,LB,PIT,"$397,399","$5,000","$402,399",0.002
15312,Trey Quinn,2018,WR,WAS,"$383,633","$17,267","$400,900",0.002
15313,Derrick Willies,2018,WR,CLE,"$397,399",$833,"$398,232",0.002
15314,Jake Kumerow,2018,WR,GB,"$397,399",$0,"$397,399",0.002
15315,Justin Jackson,2018,RB,LAC/SD,"$395,294",$0,"$395,294",0.002
15316,Tony Brown,2018,CB,GB,"$395,294",$0,"$395,294",0.002
15317,Nick Mullens,2018,QB,SF,"$395,290",$0,"$395,290",0.002
15318,Aviante Collins,2018,T,MIN,"$388,412","$5,000","$393,411",0.002
15319,Ahtyba Rubin,2018,DT,LV/OAK,"$508,000",$0,"$393,000",0.002
15320,Tye Smith,2018,CB,TEN,"$393,000",$0,"$393,000",0.002
15321,Daniel Lasco,2018,RB,NO,"$393,000",$0,"$393,000",0.002
15322,Ronald Martin,2018,SS,IND,"$393,000",$0,"$393,000",0.002
15323,James Wright,2018,WR,IND,"$393,000",$0,"$393,000",0.002
15324,D.J. Foster,2018,WR,ARI,"$393,000",$0,"$393,000",0.002
15325,Gabe Martin,2018,ILB,ARI,"$393,000",$0,"$393,000",0.002
15326,Morgan Fox,2018,OLB,LAR/STL,"$393,000",$0,"$393,000",0.002
15327,Zach Miller,2018,TE,CHI,"$458,000",$0,"$393,000",0.002
15328,Rod Streater,2018,WR,CLE,"$790,000",$0,"$392,945",0.002
15329,Cedrick Wilson,2018,WR,DAL,"$363,000","$29,602","$392,602",0.002
15330,Greg Senat,2018,T,BAL,"$363,000","$29,602","$392,602",0.002
15331,Braxton Berrios,2018,WR,NE,"$363,000","$29,602","$392,602",0.002
15332,Ade Aruna,2018,DE,MIN,"$363,000","$29,602","$392,602",0.002
15333,Michael Tyson,2018,CB,HOU,"$391,765",$0,"$391,764",0.002
15334,Al-Quadin Muhammad,2018,DE,IND,"$391,765",$0,"$391,764",0.002
15335,Luke Falk,2018,QB,MIA,"$390,516",$0,"$390,516",0.002
15336,Deon Cain,2018,WR,IND,"$348,000","$41,408","$389,408",0.002
15337,Jawill Davis,2018,WR,NYG,"$388,412",$0,"$388,412",0.002
15338,Jermaine Kelly,2018,CB,HOU,"$363,000","$25,194","$388,194",0.002
15339,Stevie Tu'ikolovatu,2018,DT,TB,"$363,000","$22,783","$385,783",0.002
15340,Carroll Phillips,2018,OLB,IND,"$384,176",$0,"$384,176",0.002
15341,Nick Bawden,2018,FB,DET,"$363,000","$21,051","$384,051",0.002
15342,Cethan Carter,2018,TE,CIN,"$378,000","$3,333","$381,333",0.002
15343,Jamal Carter,2018,SS,DEN,"$378,000","$3,333","$381,333",0.002
15344,Rod Taylor,2018,G,CIN,"$363,000","$17,267","$380,267",0.002
15345,Ryan Izzo,2018,TE,NE,"$363,000","$17,267","$380,267",0.002
15346,Ty Montgomery,2018,RB,BAL,"$379,324",$0,"$379,323",0.002
15347,Dillon Gordon,2018,TE,KC,"$378,000",$0,"$378,000",0.002
15348,Steve Longa,2018,OLB,DET,"$378,000",$0,"$378,000",0.002
15349,Jaylen Hill,2018,CB,BAL,"$378,000",$0,"$378,000",0.002
15350,Kristjan Sokoli,2018,G,NYG,"$378,000",$0,"$378,000",0.002
15351,Jordan Williams,2018,DT,NYG,"$378,000",$0,"$378,000",0.002
15352,Kevin Peterson,2018,CB,LAR/STL,"$378,000",$0,"$378,000",0.002
15353,Tyler Catalina,2018,T,WAS,"$378,000",$0,"$378,000",0.002
15354,Robert Davis,2018,WR,WAS,"$378,000",$0,"$378,000",0.002
15355,Hayes Pullard,2018,ILB,LAC/SD,"$373,235",$0,"$373,235",0.002
15356,Cedrick Lang,2018,TE,MIN,"$363,000","$10,000","$373,000",0.002
15357,Bruce Ellington,2018,WR,DET,"$371,765",$0,"$371,765",0.002
15358,Jonathan Cooper,2018,G,WAS,"$371,765",$0,"$371,765",0.002
15359,Eddy Pineiro,2018,K,LV/OAK,"$363,000","$8,333","$371,333",0.002
15360,Oday Aboushi,2018,G,ARI,"$464,710",$0,"$370,590",0.002
15361,Corey Coleman,2018,WR,NYG,"$370,588",$0,"$370,588",0.002
15362,Tony Lippett,2018,CB,NYG,"$370,588",$0,"$370,588",0.002
15363,Leonte Carroo,2018,WR,MIA,"$370,588",$0,"$370,588",0.002
15364,Devante Harris,2018,CB,TB,"$370,588",$0,"$370,588",0.002
15365,Cam Sims,2018,WR,WAS,"$369,882",$0,"$369,882",0.002
15366,De’Lance Turner,2018,RB,BAL,"$369,164",$0,"$369,164",0.002
15367,Byron Pringle,2018,WR,KC,"$363,000","$5,000","$368,000",0.002
15368,Zachary Crabtree,2018,T,LAC/SD,"$363,000","$5,000","$368,000",0.002
15369,Tyler Lancaster,2018,DT,GB,"$367,059",$0,"$367,059",0.002
15370,Quenton Meeks,2018,CB,JAX,"$367,059",$0,"$367,058",0.002
15371,Colby Wadman,2018,P,DEN,"$367,055",$0,"$367,055",0.002
15372,Jonathan Owens,2018,S,ARI,"$363,000","$4,000","$367,000",0.002
15373,Michael Ola,2018,T,NO,"$790,000",$0,"$365,823",0.002
15374,Trey Johnson,2018,CB,PIT,"$363,000","$2,500","$365,500",0.002
15375,Trayvon Henderson,2018,S,CIN,"$363,000","$2,000","$365,000",0.002
15376,J.D. Moore,2018,RB,KC,"$363,000","$1,666","$364,666",0.002
15377,Darren Andrews,2018,WR,NE,"$363,000","$1,666","$364,666",0.002
15378,Nick Gates,2018,G,NYG,"$363,000","$1,666","$364,666",0.002
15379,Michael Hughes,2018,DT,JAX,"$363,000","$1,666","$364,666",0.002
15380,Hercules Mata'afa,2018,LB,MIN,"$363,000","$1,333","$364,333",0.002
15381,Austin Barnard,2018,P,TEN,"$363,000",$666,"$363,666",0.002
15382,Emmanuel Beal,2018,LB,SEA,"$363,000",$666,"$363,666",0.002
15383,Sergio Bailey,2018,WR,TB,"$363,000",$333,"$363,333",0.002
15384,Rashard Fant,2018,CB,CHI,"$363,000",$333,"$363,333",0.002
15385,Andrew Trumbetti,2018,DE,CHI,"$363,000",$333,"$363,333",0.002
15386,Step Durham,2018,S,KC,"$363,000",$0,"$363,000",0.002
15387,Tejan Koroma,2018,C,KC,"$363,000",$0,"$363,000",0.002
15388,Korren Kirven,2018,T,DAL,"$363,000",$0,"$363,000",0.002
15389,Jameill Showers,2018,QB,DAL,"$363,000",$0,"$363,000",0.002
15390,Dustin Stanton,2018,T,DAL,"$363,000",$0,"$363,000",0.002
15391,Cody Hollister,2018,WR,NE,"$363,000",$0,"$363,000",0.002
15392,Tevin Mitchel,2018,CB,LV/OAK,"$363,000",$0,"$363,000",0.002
15393,Chris Warren,2018,RB,LV/OAK,"$363,000",$0,"$363,000",0.002
15394,Steven Moore,2018,T,BAL,"$363,000",$0,"$363,000",0.002
15395,Ricky Ali'ifua,2018,DE,SEA,"$363,000",$0,"$363,000",0.002
15396,Tevon Mutcherson,2018,CB,SEA,"$363,000",$0,"$363,000",0.002
15397,Austin Roberts,2018,TE,LAC/SD,"$363,000",$0,"$363,000",0.002
15398,Joseph Cheek,2018,T,PIT,"$363,000",$0,"$363,000",0.002
15399,Artavis Scott,2018,WR,LAC/SD,"$363,000",$0,"$363,000",0.002
15400,Malik Golden,2018,S,PIT,"$363,000",$0,"$363,000",0.002
15401,Keith Kelsey,2018,ILB,PIT,"$363,000",$0,"$363,000",0.002
15402,Elijah Hood,2018,RB,CAR,"$363,000",$0,"$363,000",0.002
15403,Jake McGee,2018,TE,PIT,"$363,000",$0,"$363,000",0.002
15404,Jamaal Jones,2018,WR,CAR,"$363,000",$0,"$363,000",0.002
15405,Damien Parms,2018,S,CAR,"$363,000",$0,"$363,000",0.002
15406,Lenny Jones,2018,DE,CLE,"$363,000",$0,"$363,000",0.002
15407,Josiah Price,2018,TE,MIN,"$363,000",$0,"$363,000",0.002
15408,Johnny Stanton,2018,FB,MIN,"$363,000",$0,"$363,000",0.002
15409,Travin Dural,2018,WR,NO,"$363,000",$0,"$363,000",0.002
15410,Rickey Jefferson,2018,CB,NO,"$363,000",$0,"$363,000",0.002
15411,J.P. Flynn,2018,T,SF,"$363,000",$0,"$363,000",0.002
15412,Elie Bouka,2018,CB,PHI,"$363,000",$0,"$363,000",0.002
15413,Garrett Sickels,2018,OLB,LAR/STL,"$363,000",$0,"$363,000",0.002
15414,Manasseh Garner,2018,RB,WAS,"$363,000",$0,"$363,000",0.002
15415,Devante Bond,2018,OLB,TB,"$359,118",$0,"$359,118",0.002
15416,Giorgio Tavecchio,2018,K,ATL,"$359,117",$0,"$359,117",0.002
15417,Ukeme Eligwe,2018,ILB,NYG,"$359,118",$0,"$359,117",0.002
15418,Jehu Chesson,2018,WR,WAS,"$359,118",$0,"$359,117",0.002
15419,Kelvin Benjamin,2018,WR,KC,"$352,941",$0,"$352,941",0.002
15420,Gus Edwards,2018,RB,BAL,"$338,824",$0,"$338,824",0.002
15421,Ross Dwelley,2018,TE,SF,"$338,824",$0,"$338,824",0.002
15422,David Williams,2018,RB,JAX,"$338,824",$0,"$338,823",0.002
15423,Cameron Batson,2018,WR,TEN,"$338,820",$0,"$338,820",0.002
15424,Anthony Firkser,2018,TE,TEN,"$338,820",$0,"$338,820",0.002
15425,Dontrell Hilliard,2018,RB,CLE,"$338,820",$0,"$338,820",0.001
15426,Mo Alie-Cox,2018,TE,IND,"$338,820",$0,"$338,820",0.002
15427,Tre' Sullivan,2018,S,PHI,"$338,820",$0,"$338,820",0.002
15428,Darious Williams,2018,S,LAR/STL,"$338,820",$0,"$338,820",0.002
15429,James Ferentz,2018,C,NE,"$333,531",$0,"$333,531",0.002
15430,Evander Hood,2018,DE,MIA,"$537,353",$0,"$333,531",0.002
15431,Sylvester Williams,2018,DT,MIA,"$418,235",$0,"$333,531",0.002
15432,Zane Beadles,2018,G,ATL,"$484,412",$0,"$333,531",0.002
15433,Javien Elliott,2018,CB,TB,"$333,531",$0,"$333,531",0.002
15434,John Phillips,2018,TE,ARI,"$484,416",$0,"$333,531",0.002
15435,Kelvin Sheppard,2018,ILB,DET,"$484,412",$0,"$333,529",0.002
15436,Jacquies Smith,2018,OLB,LV/OAK,"$331,765",$0,"$331,764",0.002
15437,Ibraheim Campbell,2018,SS,GB,"$331,765",$0,"$331,764",0.002
15438,Riley Bullough,2018,ILB,TB,"$326,471",$0,"$326,471",0.002
15439,Jermaine Eluemunor,2018,G,BAL,"$326,471",$0,"$326,470",0.002
15440,Brice Butler,2018,WR,MIA,"$325,294",$0,"$325,294",0.002
15441,Patrick Omameh,2018,G,JAX,"$325,294",$0,"$325,294",0.002
15442,Deonte Thompson,2018,WR,BUF,"$325,294",$0,"$325,294",0.002
15443,Mychal Kendricks,2018,OLB,SEA,"$325,293",$0,"$325,293",0.002
15444,Jason Cabinda,2018,LB,LV/OAK,"$310,588",$0,"$310,588",0.002
15445,Grant Haley,2018,CB,NYG,"$310,588",$0,"$310,588",0.002
15446,NIco Falah,2018,C,DEN,"$310,588",$0,"$310,588",0.002
15447,Trevor Bates,2018,ILB,DET,"$310,585",$0,"$310,585",0.002
15448,Detrez Newsome,2018,RB,LAC/SD,"$310,585",$0,"$310,585",0.002
15449,Deontay Burnett,2018,WR,NYJ,"$310,585",$0,"$310,585",0.002
15450,Kalan Reed,2018,CB,SEA,"$296,472",$0,"$296,472",0.002
15451,Crevon LeBlanc,2018,CB,PHI,"$296,472",$0,"$296,472",0.002
